index,country_fullname,podcast_id,im_name_label,summary_label,summary_label_en_cleaned,link_attributes_href,feedurl,artwork,summary_label_en_cleaned_brief,hover_text,x,y
10,China,594791788,小凤直播室,"牛人云集的电台访谈, 真正的大师课堂, 汇集当代中国最有意思的人和最有意思的谈话, 小凤以一己之力, 十四年来, 寻访国内先锋文化及学术思想领域各派高手, 每一位嘉宾还将随身带一本书, 一部电影和一张唱片……绝对知性, 绝对迷人, 这一剂思想的毒药, 一旦喝下, 入骨入髓. 出品方: 山东广播电视台经济广播 官方主页: 齐鲁网""小凤直播室"" 新浪微博: @小凤丢手绢 豆瓣网""小凤直播室""小组","Radio interviews with cattle people, the real master class, bringing together the most interesting people and the most interesting conversations in contemporary China. Xiaofeng has been trying his best to visit the masters of domestic pioneering culture and academic thought in each of the fourteen years. The guest will also bring a book, a movie and a record with him... Absolutely intellectual, absolutely fascinating, this poison of thought, once it is drunk, enters the bones. Producer: Shandong Radio and Television Economic Broadcasting Official homepage: Qilu Wang ""Xiaofeng Live Room"" Sina Weibo: @小凤丢手绢 Douban net ""Xiaofeng live room"" group",https://podcasts.apple.com/cn/podcast/%E5%B0%8F%E5%87%A4%E7%9B%B4%E6%92%AD%E5%AE%A4/id594791788?uo=2,http://rss.kaolafm.com/MZ_RSS/rss/1100000046071/album.xml,https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/df/ea/5b/dfea5bf1-0333-b83a-6edf-3b0bf473e0cd/source/600x600bb.jpg,"Radio interviews with cattle people, the real<br>master class, bringing together the most<br>interesting people and the most interesting<br>conversations in contemporary China. Xiaofeng has<br>been trying his best to visit the masters of<br>domestic pioneering culture and academic thought<br>in each of the fourteen years. The guest will also<br>bring a book, a movie and a record with him...<br>Absolutely intellectual, absolutely fascinating,<br>this poison of thought, once it is drunk, enters<br>the bones. ...","小凤直播室<br>Radio interviews with cattle people, the real<br>master class, bringing together the most<br>interesting people and the most interesting<br>conversations in contemporary China. Xiaofeng has<br>been trying his best to visit the masters of<br>domestic pioneering culture and academic thought<br>in each of the fourteen years. The guest will also<br>bring a book, a movie and a record with him...<br>Absolutely intellectual, absolutely fascinating,<br>this poison of thought, once it is drunk, enters<br>the bones. ...",-14.806803,6.290426
11,China,817906640,Round Table 圆桌议事,人人都是主播,Everyone is the anchor,https://podcasts.apple.com/cn/podcast/round-table-%E5%9C%86%E6%A1%8C%E8%AE%AE%E4%BA%8B/id817906640?uo=2,http://rss.lizhi.fm/rss/49830.xml,https://is3-ssl.mzstatic.com/image/thumb/Music123/v4/7b/d8/dd/7bd8ddd7-7b8e-07fc-52a8-35fa229c713c/source/600x600bb.jpg,Everyone is the anchor ...,Round Table 圆桌议事<br>Everyone is the anchor ...,-1.3351029,8.162416
12,China,1446709653,Deep Dive: Talks with Chinese Internationals,"They're Chinese, but they're also internationals. They have learned from the world and in return, they have made great contributions of their own. If you'd like to meet some of them, check in with our podcast series, ""Deep Dive – Talks with Chinese Internationals.""","They're Chinese, but they're also internationals. They have learned from the world and in return, they have made great contributions of their own. If you'd like to meet some of them, check in with our podcast series, ""Deep Dive – Talks with Chinese Internationals.""",https://podcasts.apple.com/cn/podcast/deep-dive-talks-with-chinese-internationals/id1446709653?uo=2,https://aezfm.meldingcloud.com/rss/programother/110,https://is4-ssl.mzstatic.com/image/thumb/Music113/v4/35/9a/2c/359a2cb5-ef1c-5813-8fbf-fd76816c2e85/source/600x600bb.jpg,"They're Chinese, but they're also internationals.<br>They have learned from the world and in return,<br>they have made great contributions of their own.<br>If you'd like to meet some of them, check in with<br>our podcast series, ""Deep Dive – Talks with<br>Chinese Internationals."" ...","Deep Dive: Talks with Chinese Internationals<br>They're Chinese, but they're also internationals.<br>They have learned from the world and in return,<br>they have made great contributions of their own.<br>If you'd like to meet some of them, check in with<br>our podcast series, ""Deep Dive – Talks with<br>Chinese Internationals."" ...",-0.6428703,6.9065976
13,China,1129660186,迟早更新,"""迟早更新""是一档探讨科技, 商业, 设计和生活之间混沌关系的播客节目, 也是风险基金 ONES Ventures 关于热情, 趣味和好奇心的音频记录. 我们希望通过这档播客, 能让熟悉的事物变得新鲜, 让新鲜的事物变得熟悉.","""Soon and Late Update"" is a podcast that explores the chaotic relationship between technology, business, design and life. It is also an audio record of the passion fund, ONES Ventures, about passion, fun and curiosity. We hope that through this podcast, we can make familiar things fresh and familiar with new things.",https://podcasts.apple.com/cn/podcast/%E8%BF%9F%E6%97%A9%E6%9B%B4%E6%96%B0/id1129660186?uo=2,http://rss.lizhi.fm/rss/1728291.xml,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/92/33/ff/9233fffc-5a0b-bfcc-62e0-951dd207554a/source/600x600bb.jpg,"""Soon and Late Update"" is a podcast that explores<br>the chaotic relationship between technology,<br>business, design and life. It is also an audio<br>record of the passion fund, ONES Ventures, about<br>passion, fun and curiosity. ...","迟早更新<br>""Soon and Late Update"" is a podcast that explores<br>the chaotic relationship between technology,<br>business, design and life. It is also an audio<br>record of the passion fund, ONES Ventures, about<br>passion, fun and curiosity. ...",-18.710363,-5.258404
14,China,691053254,好妹妹,"""你好妹妹Radio""是由好妹妹自主创立的专属电台, 主持人是秦昊, 张小厚.","""Hello sister Radio"" is a dedicated radio station created by a good sister. The host is Qin Wei, Zhang Xiaohou.",https://podcasts.apple.com/cn/podcast/%E5%A5%BD%E5%A6%B9%E5%A6%B9/id691053254?uo=2,http://rss.lizhi.fm/rss/70572.xml,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/fd/d7/99/fdd799d8-42e8-735d-cbe9-87a3c2bf42ed/source/600x600bb.jpg,"""Hello sister Radio"" is a dedicated radio station<br>created by a good sister. The host is Qin Wei,<br>Zhang Xiaohou. ...","好妹妹<br>""Hello sister Radio"" is a dedicated radio station<br>created by a good sister. The host is Qin Wei,<br>Zhang Xiaohou. ...",-4.4078655,12.596815
15,China,799275564,档案揭秘,"人类的历史, 决不会因为年代的久远而失去生命, 它的鲜活, 只要拂去档案上厚厚的尘土依旧会让世界震惊, 秘密就在这一刻揭示. 关注微信订阅号 CRI Podcast 及时了解节目更新动态.","The history of mankind will never lose its life because of its age. Its fresh life, as long as the thick dust on the archives will still shock the world, the secret is revealed at this moment. Follow WeChat subscription number CRI Podcast to keep up to date with program updates.",https://podcasts.apple.com/cn/podcast/%E6%A1%A3%E6%A1%88%E6%8F%AD%E7%A7%98/id799275564?uo=2,http://feed.cri.cn/rss/2c1d0368-361b-4e88-bceb-e14e9c93cdcd,https://is5-ssl.mzstatic.com/image/thumb/Music123/v4/82/88/7c/82887c24-c770-fd03-ea98-f817eedff3a1/source/600x600bb.jpg,"The history of mankind will never lose its life<br>because of its age. Its fresh life, as long as the<br>thick dust on the archives will still shock the<br>world, the secret is revealed at this moment. ...","档案揭秘<br>The history of mankind will never lose its life<br>because of its age. Its fresh life, as long as the<br>thick dust on the archives will still shock the<br>world, the secret is revealed at this moment. ...",-6.73079,8.949366
16,China,1441243418,无业游民 The Unemployable,"斜杠, 在家, 实习, 求学, 下岗, 自雇, 带孩, 养老, 不工作不等于和世界失去联系. 和无业游民一起, 从全时间的雇佣关系中脱身片刻, 给被遗忘的自己多一点点问候:","Slash, at home, internship, schooling, laid-off, self-employed, with a child, pension, not working does not mean losing contact with the world. Together with the unemployed, take a moment from the full-time employment relationship and give the forgotten self a little more greetings:",https://podcasts.apple.com/cn/podcast/%E6%97%A0%E4%B8%9A%E6%B8%B8%E6%B0%91-the-unemployable/id1441243418?uo=2,https://theue.me/feed/podcast,https://is3-ssl.mzstatic.com/image/thumb/Music113/v4/9d/a2/4d/9da24d38-08e8-405c-07c8-808db69d4106/source/600x600bb.jpg,"Slash, at home, internship, schooling, laid-off,<br>self-employed, with a child, pension, not working<br>does not mean losing contact with the world.<br>Together with the unemployed, take a moment from<br>the full-time employment relationship and give the<br>forgotten self a little more greetings: ...","无业游民 The Unemployable<br>Slash, at home, internship, schooling, laid-off,<br>self-employed, with a child, pension, not working<br>does not mean losing contact with the world.<br>Together with the unemployed, take a moment from<br>the full-time employment relationship and give the<br>forgotten self a little more greetings: ...",-1.0442833,9.103938
17,China,250500859,StoryCorps,"Stories of the human heart. A candid, unscripted conversation between two people about what's really important in life: love, loss, family, friendship. When the world seems out of hand, tune in to StoryCorps and be reminded of the things that matter most.","Stories of the human heart. A candid, unscripted conversation between two people about what's really important in life: love, loss, family, friendship. When the world seems out of hand, tune in to StoryCorps and be reminded of the things that matter most.",https://podcasts.apple.com/cn/podcast/storycorps/id250500859?uo=2,https://www.npr.org/rss/podcast.php?id=510200,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/0c/a4/a9/0ca4a993-fa30-e64f-1eb6-9aafafc9c602/source/600x600bb.jpg,"Stories of the human heart. A candid, unscripted<br>conversation between two people about what's<br>really important in life: love, loss, family,<br>friendship. ...","StoryCorps<br>Stories of the human heart. A candid, unscripted<br>conversation between two people about what's<br>really important in life: love, loss, family,<br>friendship. ...",0.22044179,12.765319
18,China,1160680684,英语漫游记,"用轻松快乐的方式, 教你旅途中的实用口语, 让你畅游世界. 同时, 我们也想你展示世界各地新鲜有趣的人文风情. 让我们操一口流利的英文, 勇敢上路吧!","In a relaxed and happy way, teach you the practical spoken words on the journey, let you swim the world. At the same time, we also want you to showcase the fresh and interesting humanities around the world. Let us speak fluent English, be brave on the road!",https://podcasts.apple.com/cn/podcast/%E8%8B%B1%E8%AF%AD%E6%BC%AB%E6%B8%B8%E8%AE%B0/id1160680684?uo=2,http://feed.cri.cn/rss/b0bec710-305a-5a1a-81a9-3980e9fe6938,https://is3-ssl.mzstatic.com/image/thumb/Music113/v4/1c/ee/df/1ceedfa3-eaef-a3ae-090b-0aad693c24f6/source/600x600bb.jpg,"In a relaxed and happy way, teach you the<br>practical spoken words on the journey, let you<br>swim the world. At the same time, we also want you<br>to showcase the fresh and interesting humanities<br>around the world. ...","英语漫游记<br>In a relaxed and happy way, teach you the<br>practical spoken words on the journey, let you<br>swim the world. At the same time, we also want you<br>to showcase the fresh and interesting humanities<br>around the world. ...",-0.27365354,-10.06984
19,China,1371914428,1UP 播客 - 每期聊一个好作品,"大家好, 我是王晓光 (@cbvivi) . 在这个播客里, 我会跟朋友们聊一些作品, 像是剧集, 游戏, 电影, 可能还有些别的. 如果你也看过 / 玩过 / 听过这些作品, 播客听起来会更有意思.","Hello everyone, I am Wang Xiaoguang (@cbvivi) . In this podcast, I will talk to friends about some works, such as dramas, games, movies, and maybe something else. If you have seen / played / heard of these works, the podcasts will sound more interesting.",https://podcasts.apple.com/cn/podcast/1up-%E6%92%AD%E5%AE%A2-%E6%AF%8F%E6%9C%9F%E8%81%8A%E4%B8%80%E4%B8%AA%E5%A5%BD%E4%BD%9C%E5%93%81/id1371914428?uo=2,https://feeds.fireside.fm/1up/rss,https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/3b/a1/89/3ba189ce-be75-eb77-6e53-154663ac531a/source/600x600bb.jpg,"Hello everyone, I am Wang Xiaoguang (@cbvivi) . In<br>this podcast, I will talk to friends about some<br>works, such as dramas, games, movies, and maybe<br>something else. ...","1UP 播客 - 每期聊一个好作品<br>Hello everyone, I am Wang Xiaoguang (@cbvivi) . In<br>this podcast, I will talk to friends about some<br>works, such as dramas, games, movies, and maybe<br>something else. ...",-10.4965,-3.0207577
20,China,1134391307,浩瑜为您读诗词,"""浩瑜为您读诗词""节目是由中国国际广播电台著名播音员王浩瑜倾力打造, 节目共八十篇, 分为春, 夏, 秋, 冬四个篇章. 节目力求在有限的篇幅中, 与朋友们共同分享中国古诗词的文字之美, 意境之美; 共同感受中国古诗词那种抑扬顿挫, 跌宕起伏的音律之美, 共同发现中国古诗词为中国文明保持的圣洁理想与信仰.","""Huo Yu reads poetry for you"" is a program created by China Radio International's famous broadcaster Wang Haoyu. There are 80 programs in total, which are divided into four chapters: spring, summer, autumn and winter. The program strives to share the beauty of the ancient Chinese poetry and the beauty of the artistic conception with friends in a limited space; to jointly feel the temperament of the ancient Chinese poetry, the beauty of the ups and downs, and the discovery of ancient Chinese poetry as the holy ideal of Chinese civilization. With faith.",https://podcasts.apple.com/cn/podcast/%E6%B5%A9%E7%91%9C%E4%B8%BA%E6%82%A8%E8%AF%BB%E8%AF%97%E8%AF%8D/id1134391307?uo=2,http://feed.cri.cn/rss/9d96eca6-3eae-c3df-3510-62c3d063b7b5,https://is5-ssl.mzstatic.com/image/thumb/Music123/v4/3c/79/c8/3c79c83d-d9a4-247e-a5d2-13f3dc766dd6/source/600x600bb.jpg,"""Huo Yu reads poetry for you"" is a program created<br>by China Radio International's famous broadcaster<br>Wang Haoyu. There are 80 programs in total, which<br>are divided into four chapters: spring, summer,<br>autumn and winter. ...","浩瑜为您读诗词<br>""Huo Yu reads poetry for you"" is a program created<br>by China Radio International's famous broadcaster<br>Wang Haoyu. There are 80 programs in total, which<br>are divided into four chapters: spring, summer,<br>autumn and winter. ...",-3.8160393,-8.535649
21,China,732915228,Stuff They Don't Want You To Know,"From UFOs to psychic powers and government conspiracies, history is riddled with unexplained events. You can turn back now or learn the Stuff They Don't Want You To Know ... an audio podcast from iHeartRadio and HowStuffWorks.","From UFOs to psychic powers and government conspiracies, history is riddled with unexplained events. You can turn back now or learn the Stuff They Don't Want You To Know, an audio podcast from",https://podcasts.apple.com/cn/podcast/stuff-they-dont-want-you-to-know/id732915228?uo=2,https://feeds.megaphone.fm/stufftheydontwantyoutoknow,https://is2-ssl.mzstatic.com/image/thumb/Music123/v4/1b/5a/88/1b5a88be-c5a5-dd19-f1bd-af28aa63ce9f/source/600x600bb.jpg,"From UFOs to psychic powers and government<br>conspiracies, history is riddled with unexplained<br>events. You can turn back now or learn the Stuff<br>They Don't Want You To Know, an audio podcast from<br>...","Stuff They Don't Want You To Know<br>From UFOs to psychic powers and government<br>conspiracies, history is riddled with unexplained<br>events. You can turn back now or learn the Stuff<br>They Don't Want You To Know, an audio podcast from<br>...",3.844618,-6.028266
22,China,1119389968,Revisionist History,"Revisionist History is Malcolm Gladwell's journey through the overlooked and the misunderstood. Every episode re-examines something from the past - an event, a person, an idea, even a song - and asks whether we got it right the first time. From Pushkin Industries. Because sometimes the past deserves a second chance.","Revisionist History is Malcolm Gladwell's journey through the overlooked and the misunderstood. Every episode re-examines something from the past - an event, a person, an idea, even a song - and asks whether we got it right the first time. From Pushkin Industries. Because sometimes the past deserves a second chance.",https://podcasts.apple.com/cn/podcast/revisionist-history/id1119389968?uo=2,https://feeds.megaphone.fm/revisionisthistory,https://is4-ssl.mzstatic.com/image/thumb/Music113/v4/4d/97/1b/4d971b2f-bcde-7b6f-299d-d0701c6c410f/source/600x600bb.jpg,"Revisionist History is Malcolm Gladwell's journey<br>through the overlooked and the misunderstood.<br>Every episode re-examines something from the past<br>- an event, a person, an idea, even a song - and<br>asks whether we got it right the first time. ...","Revisionist History<br>Revisionist History is Malcolm Gladwell's journey<br>through the overlooked and the misunderstood.<br>Every episode re-examines something from the past<br>- an event, a person, an idea, even a song - and<br>asks whether we got it right the first time. ...",-3.2852128,6.5482335
23,China,922715611,灭茶苦茶,"不伦不类, 不易流行. 了解日本是不够的, 我们要活用日本. 不鳥萬如一主理, IPN 出品. miechakucha@ipn.li","Nondescript, not easy to popular. It is not enough to understand Japan. We want to use Japan. Not a bird like a master, IPN produced. miechakucha@ipn.li",https://podcasts.apple.com/cn/podcast/%E7%81%AD%E8%8C%B6%E8%8B%A6%E8%8C%B6/id922715611?uo=2,http://miechakucha.com/rss,https://is5-ssl.mzstatic.com/image/thumb/Music113/v4/79/f3/1a/79f31a16-3f87-c874-e3f1-75dee2eed403/source/600x600bb.jpg,"Nondescript, not easy to popular. It is not enough<br>to understand Japan. We want to use Japan. Not a<br>bird like a master, IPN produced.<br>miechakucha@ipn.li ...","灭茶苦茶<br>Nondescript, not easy to popular. It is not enough<br>to understand Japan. We want to use Japan. Not a<br>bird like a master, IPN produced.<br>miechakucha@ipn.li ...",-15.769033,8.00425
